Region,HEI Name,HEI Type
16 - Caraga,Saint Francis Xavier College,Private HEI
16 - Caraga,Saint Joseph Institute of Technology,Private HEI
16 - Caraga,Saint Michael College of Caraga,Private HEI
16 - Caraga,Saint Michael College-Cantilan,Private HEI
16 - Caraga,Saint Peter College Seminary,Private HEI
16 - Caraga,Saint Theresa College of Tandag,Private HEI
16 - Caraga,Saint Vincent de Paul Diocesan College,Private HEI
16 - Caraga,San Francisco Colleges,Private HEI
16 - Caraga,Siargao Island Institute of Technology,Private HEI
16 - Caraga,Southern Technological Institute of the Philippines,Private HEI
16 - Caraga,Southway College of Technology,Private HEI
16 - Caraga,St. Jude Thaddeus Institute of Technology,Private HEI
16 - Caraga,St. Paul University Surigao,Private HEI
16 - Caraga,STI College-Surigao,Private HEI
16 - Caraga,Surigao Doctors' College,Private HEI
16 - Caraga,Surigao Education Center,Private HEI
16 - Caraga,Surigao State College of Technology-Del Carmen,SUC
16 - Caraga,Surigao State College of Technology-Main,SUC
16 - Caraga,Surigao State College of Technology-Mainit,SUC
16 - Caraga,Surigao State College of Technology-Malimono,SUC
16 - Caraga,Surigao Sur Colleges,Private HEI
17 - MIMAROPA,Abada College,Private HEI
17 - MIMAROPA,ACLC College of Calapan,Private HEI
17 - MIMAROPA,Ark of the Covenant Montessori Chamber of Learning College,Private HEI
17 - MIMAROPA,Baco Community College,LUC
17 - MIMAROPA,City College of Calapan,LUC
17 - MIMAROPA,Clarendon College,Private HEI
17 - MIMAROPA,Colegio De San Sebastian-Sablayan,Private HEI
17 - MIMAROPA,Divine Word College of Calapan,Private HEI
17 - MIMAROPA,Divine Word College of San Jose,Private HEI
17 - MIMAROPA,Eastern Mindoro College,Private HEI
17 - MIMAROPA,Educational Systems Technological Institute,Private HEI
17 - MIMAROPA,EMA EMITS College Philippines,Private HEI
17 - MIMAROPA,Erhard Systems Technological Institute,Private HEI
17 - MIMAROPA,Fullbright College,Private HEI
17 - MIMAROPA,Grace Mission College,Private HEI
17 - MIMAROPA,Holy Trinity University,Private HEI
17 - MIMAROPA,Innovative College of Science and Technology,Private HEI
17 - MIMAROPA,Institute of Business Science and Medical Arts,Private HEI
17 - MIMAROPA,John Paul College,Private HEI
17 - MIMAROPA,Luna Goco Colleges Inc.-Calapan,Private HEI
17 - MIMAROPA,Marinduque Midwest College,Private HEI
17 - MIMAROPA,Marinduque State University-Gasan,SUC
17 - MIMAROPA,Marinduque State University-Main,SUC
17 - MIMAROPA,Marinduque State University-Sta. Cruz,SUC
17 - MIMAROPA,Marinduque State University-Torrijos,SUC
17 - MIMAROPA,Mina de Oro Institute of Science and Technology,Private HEI
17 - MIMAROPA,Mindoro State University-Bongabong,SUC
17 - MIMAROPA,Mindoro State University-Calapan City,SUC
17 - MIMAROPA,Mindoro State University-Main,SUC
17 - MIMAROPA,Occidental Mindoro State College-Lubang,SUC
17 - MIMAROPA,Occidental Mindoro State College-Main,SUC
17 - MIMAROPA,Occidental Mindoro State College-Mamburao,SUC
17 - MIMAROPA,Occidental Mindoro State College-Murtha,SUC
17 - MIMAROPA,Occidental Mindoro State College-Sablayan,SUC
17 - MIMAROPA,Occidental Mindoro State College-San Jose,SUC
17 - MIMAROPA,Palawan Polytechnic College Inc.,Private HEI
17 - MIMAROPA,Palawan State University-Araceli,SUC
17 - MIMAROPA,Palawan State University-Balabac,SUC
17 - MIMAROPA,Palawan State University-Bataraza,SUC
17 - MIMAROPA,Palawan State University-Brooke's Point,SUC
17 - MIMAROPA,Palawan State University-Coron,SUC
17 - MIMAROPA,Palawan State University-Cuyo,SUC
17 - MIMAROPA,Palawan State University-Dumaran,SUC
17 - MIMAROPA,Palawan State University-Linapacan,SUC
17 - MIMAROPA,Palawan State University-Main,SUC
17 - MIMAROPA,Palawan State University-Narra,SUC
17 - MIMAROPA,"Palawan State University-New Ibajay, El Nido",SUC
17 - MIMAROPA,Palawan State University-Quezon,SUC
17 - MIMAROPA,Palawan State University-Rizal,SUC
17 - MIMAROPA,Palawan State University-Roxas,SUC
17 - MIMAROPA,"Palawan State University-San Rafael, Puerto Princesa City",SUC
17 - MIMAROPA,Palawan State University-San Vicente,SUC
17 - MIMAROPA,Palawan State University-Sofronio Española,SUC
17 - MIMAROPA,Palawan State University-Taytay,SUC
17 - MIMAROPA,Palawan Technological College Inc.,Private HEI
17 - MIMAROPA,Paradigm Colleges of Science and Technology,Private HEI
17 - MIMAROPA,Philippine Central Islands College Foundation,Private HEI
17 - MIMAROPA,Pinamalayan Maritime Foundation and Technological College,Private HEI
17 - MIMAROPA,Polytechnic University of the Philippines-Bansud Campus,SUC
17 - MIMAROPA,Polytechnic University of the Philippines-Sablayan Campus,SUC
17 - MIMAROPA,Prince of Peace College,Private HEI
17 - MIMAROPA,Romblon State University-Cajidiocan,SUC
17 - MIMAROPA,Romblon State University-Calatrava,SUC
17 - MIMAROPA,Romblon State University-Main,SUC
17 - MIMAROPA,Romblon State University-Romblon,SUC
17 - MIMAROPA,Romblon State University-San Agustin,SUC
17 - MIMAROPA,Romblon State University-San Andres,SUC
17 - MIMAROPA,Romblon State University-San Fernando,SUC
17 - MIMAROPA,Romblon State University-San Jose,SUC
17 - MIMAROPA,Romblon State University-Sta. Fe,SUC
17 - MIMAROPA,Romblon State University-Sta. Maria,SUC
17 - MIMAROPA,Saint Augustine Seminary,Private HEI
17 - MIMAROPA,"San Brendan College, Inc.",Private HEI
17 - MIMAROPA,San Francisco Javier College,Private HEI
17 - MIMAROPA,Santa Cruz Institute-Marinduque,Private HEI
17 - MIMAROPA,"Southwestern College of Maritime, Business and Technology Inc.",Private HEI
17 - MIMAROPA,Southwestern Institute of Business and Technology,Private HEI
17 - MIMAROPA,St. Anthony College-Calapan City,Private HEI
17 - MIMAROPA,St. Mary's College of Marinduque,Private HEI
17 - MIMAROPA,STI College-Puerto Princesa,Private HEI
17 - MIMAROPA,Western Philippines University-Busuanga,SUC
17 - MIMAROPA,Western Philippines University-Culion,SUC
17 - MIMAROPA,Western Philippines University-El Nido,SUC
17 - MIMAROPA,Western Philippines University-Main,SUC
17 - MIMAROPA,Western Philippines University-Puerto Princesa,SUC
17 - MIMAROPA,Western Philippines University-Quezon,SUC
17 - MIMAROPA,Western Philippines University-Rio Tuba,SUC
18 - Negros Island Region,AMA COMPUTER COLLEGE- DUMAGUETE CITY iNC.,Private HEI
18 - Negros Island Region,"ASIAN COLLEGE OF SCIENCE AND TECHNOLOGY FOUNDATION (DUMAGUETE), INC.",Private HEI
18 - Negros Island Region,Bacolod City College,LUC
18 - Negros Island Region,Bago City College,LUC
18 - Negros Island Region,Binalbagan Catholic College,Private HEI
18 - Negros Island Region,"BIT INTERNATIONAL COLLEGE- SIQUIJOR, INC.",Private HEI
18 - Negros Island Region,Cabarrus Catholic College,Private HEI
18 - Negros Island Region,Carlos Hilado Memorial State University - College of Fisheries-Binalbagan,SUC
18 - Negros Island Region,Carlos Hilado Memorial State University-Alijis,SUC
18 - Negros Island Region,Carlos Hilado Memorial State University-Bacolod Campus,SUC
18 - Negros Island Region,Carlos Hilado Memorial State University-Main,SUC
18 - Negros Island Region,"CARMELITE COLLEGE OF SIQUIJOR, INC.",Private HEI
18 - Negros Island Region,Catholic Ming Yuan College,Private HEI
18 - Negros Island Region,CEDAR College,Private HEI
18 - Negros Island Region,Central Philippine Adventist College,Private HEI
18 - Negros Island Region,Central Philippine State University - San Carlos Campus,SUC
18 - Negros Island Region,Central Philippine State University - Victorias City Campus,SUC
18 - Negros Island Region,Central Philippine State University-Candoni,SUC
18 - Negros Island Region,Central Philippine State University-Cauayan Campus,SUC
18 - Negros Island Region,Central Philippine State University-Hinigaran Campus,SUC
18 - Negros Island Region,Central Philippine State University-Hinoba-an Campus,SUC
18 - Negros Island Region,Central Philippine State University-Ilog Campus,SUC
18 - Negros Island Region,Central Philippine State University-Main Campus,SUC
18 - Negros Island Region,Central Philippine State University-Moises Padilla Campus,SUC
18 - Negros Island Region,Central Philippine State University-Sipalay Campus,SUC
18 - Negros Island Region,Colegio De Santa Rita De San Carlos,Private HEI
18 - Negros Island Region,Colegio de Sta. Ana de Victorias,Private HEI
18 - Negros Island Region,"COLEGIO DE STA. CATALINA DE ALEJANDRIA, INC.",Private HEI
18 - Negros Island Region,Colegio San Agustin-Bacolod,Private HEI
18 - Negros Island Region,College of Arts and Sciences of Asia and the Pacific-Bacolod City,Private HEI
18 - Negros Island Region,DIAZ COLLEGE,Private HEI
18 - Negros Island Region,Fellowship Baptist College,Private HEI
18 - Negros Island Region,"FOUNDATION UNIVERSITY, INC.",Private HEI
18 - Negros Island Region,"i-Tech College Bago City, Inc.",Private HEI
18 - Negros Island Region,John B. Lacson Colleges Foundation-Bacolod,Private HEI
18 - Negros Island Region,Kabankalan Catholic College,Private HEI
18 - Negros Island Region,La Carlota City College,LUC
18 - Negros Island Region,"LA CONSOLACION COLLEGE OF BAIS CITY, INC.",Private HEI
18 - Negros Island Region,La Consolacion College-Bacolod,Private HEI
18 - Negros Island Region,La Consolacion College-Isabela,Private HEI
18 - Negros Island Region,Mater Dei College-Silay City,Private HEI
18 - Negros Island Region,"METRO DUMAGUETE COLLEGE, INC.",Private HEI
18 - Negros Island Region,Mount Carmel College,Private HEI
18 - Negros Island Region,"NEGROS COLLEGE, INC.",Private HEI
18 - Negros Island Region,"NEGROS MARITIME COLLEGE FOUNDATION, INC.",Private HEI
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- BAIS I,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- BAIS II,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- BAYAWAN,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- GUIHULNGAN,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- MABINAY,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- MAIN,SUC
18 - Negros Island Region,NEGROS ORIENTAL STATE UNIVERSITY- SIATON,SUC
18 - Negros Island Region,North Negros College,Private HEI
18 - Negros Island Region,Philippine Normal University-Cadiz,SUC
18 - Negros Island Region,PRESBYTERIAN THEOLOGICAL COLLEGE,Private HEI
18 - Negros Island Region,"QUEZON MEMORIAL INSTITUTE OF SIQUIJOR, INC.",Private HEI
18 - Negros Island Region,Riverside College,Private HEI
18 - Negros Island Region,"SAINT FRANCIS COLLEGE, GUIHULNGAN, NEGROS ORIENTAL, INCORPORATED",Private HEI
18 - Negros Island Region,Saint John Mary Vianney Seminary College,Private HEI
18 - Negros Island Region,Silay Institute,Private HEI
18 - Negros Island Region,SILLIMAN UNIVERSITY,Private HEI
18 - Negros Island Region,SIQUIJOR STATE COLLEGE,SUC
18 - Negros Island Region,Southland College,Private HEI
18 - Negros Island Region,"ST. JOSEPH COLLEGE OF CANLAON, INC.",Private HEI
18 - Negros Island Region,"ST. JOSEPH SEMINARY COLLEGE, INC.",Private HEI
18 - Negros Island Region,ST. PAUL UNIVERSITY DUMAGUETE,Private HEI
18 - Negros Island Region,State University of Northern Negros,SUC
18 - Negros Island Region,State University of Northern Negros-Calatrava,SUC
18 - Negros Island Region,State University of Northern Negros-Escalante,SUC
18 - Negros Island Region,STI COLLEGE DUMAGUETE,Private HEI
18 - Negros Island Region,STI West Negros University,Private HEI
18 - Negros Island Region,Tañon College,Private HEI
18 - Negros Island Region,Technological University of the Philippines-Visayas,SUC
18 - Negros Island Region,University of Negros Occidental-Recoletos,Private HEI
18 - Negros Island Region,University of Saint La Salle,Private HEI
18 - Negros Island Region,"VILLAFLORES COLLEGE, INC.",Private HEI
18 - Negros Island Region,VMA Global College,Private HEI
18 - Negros Island Region,West Visayas State University-Himamaylan Campus Extension,SUC
